项目编号,主体,关系,客体
211,石羊 筒子锅煎盐技艺,代表性传承人,赵仲武
212,祥云县 刘厂镇王 家庄村,碱 地开发起始时间,清雍正年间
212,祥云县刘厂镇王 家庄村,碱地开发成熟 时间,清末世纪年代
212,祥云县刘厂 镇王家庄村,碱地 开发鼎盛时期,达到鼎盛
212,土碱制作技艺,基础设施,碱地
212,土碱制作技艺,基础设施,蓄水塘
212,土碱制作技艺,基础设施,碱水台 子
212,土碱 制作技艺,基础设施,硝 房
212,土碱 制作技艺,基础设施,熬 硝房
212,土 碱制作技艺,工具,撑杆
212,土碱制作技艺,工具,水桶
212,土碱制作技艺,工具,锄头
212,土碱制作技艺,工具,粪箕
212,土碱制作技艺,工具,长把瓢
212,土碱制作 技艺,工具,草席
212,土碱 制作技艺,工具,硝 盆
212,土 碱制作技艺,工具,硝箍盆
212,土碱制作技艺,工具,硝箍
212,土碱制作技艺,工具,脱瓢
212,土碱制作技艺,工序,铺撒泡灌
212,铺撒 泡灌,操作步骤,将沙均匀铺撒到硝地 墒子上
212,铺撒泡灌,沙 厚要求,约厘米
212,铺撒泡灌,水源,温泉
212,铺撒泡灌,水量控制,适中浸 湿即可
212,铺撒泡灌,等待时间,隔一天半左右
212,铺撒泡灌,现象判断标准,硝 地水蒸发干
212,铺撒泡灌,重复次数,五次水
212,铺撒泡灌,收获时机,墒面上 出现雪白色时
212,收获硝灰,操作 方式,将雪白的硝 灰铲刮起来
212,收获硝灰,运输 工具,刮硝挑入硝 灰房
212,收获硝灰,后续准备,将生沙撒入硝地 准备下一轮生产
212,过滤提纯,所属 环节,两次蒸发环节中间的 粗加工
212,过滤提纯,原料填入 物,硝灰
212,过滤提纯,处理方式,踩实填满掺 添温泉水让其过滤到台子 洞
212,过滤 提纯,循环次数,二至三次
212,过滤提纯,结果产物,暗红色的浓缩水即酽 水
212,熬 制,原料来源,碱 水经台子过滤提纯后
212,熬制,颜色特征,黄里 透红的晶亮色
212,熬制,地点,熬硝房锅内
212,熬制,火候要求,猛火 熬煮一昼夜
212,熬制,作用过程,进行第二次蒸发
212,成形,前期准备,平整出床铺大小的硝 灰
212,成形,压实工具,木块
212,成形,防粘措施,铺上 浸水的秧草席
212,成形,辅助器具,硝箍盆和硝箍
212,成形,蘸水脱制目的,避免粘连
212,成形,环境要求,不 可见阳光
212,成形,最佳成形时间,清晨
212,成形,气温条件,低、 凉爽
212,晾 晒入库,开始时间,中午十二点前后
212,晾晒入库,晾 晒容器,晒硝粪箕
212,晾晒 入库,环境要求,宜 通风凉爽不宜暴晒
212,晾晒入库,干燥 判断标准,土碱发白 可在阳光下晒至干透
212,制硝牙,产品性质,土碱精品
212,制硝 牙,外形特征,形 似大块冰糖
212,制硝牙,颜色特征,色黄白晶莹呈半 透明状
212,制硝牙,制作季节限制,可结冰的严冬
212,制硝 牙,前期处理,将 浓酽水沉淀、去杂质
212,制硝牙,盛放容器,瓦 盆
212,制 硝牙,取出方法,在瓦盆底放入热水稍加 温便可完整取出
212,制硝牙,后期 处理,晾干后收藏
212,土碱产品,销售地区,下关
212,土碱产品,销售地区,大理
212,土碱产品,销售地区,洱源
212,土碱 产品,销售地区,鹤 庆
212,土 碱产品,销售地区,姚安
212,土碱产品,销售地区,大姚
212,土碱产品,销售地区,楚雄
212,土碱产品,销售 地区,昆明
212,土碱产品,用途 领域,日常生活
212,土碱产品,用途 领域,工业生产
212,土碱制作技艺,入选名录,云南省第四批省级 非物质文化遗产代表性项目名录
212,土碱制作技艺,项目代表性传承人,朱永明
213,火草纺织 技艺,属于,中国纺织史
213,火 草纺织技艺,原料,野生植物的叶子
213,火草纺织技艺,混纺类型,以野生植物 为原料
213,《 南诏通纪》,记载 内容,草叶三四寸蹋 地而生。叶背有绵取 其端而抽之成丝织 以为布宽寸许。以为可以为 燧取火故曰火草。
213,火草纺织技艺,承担者,家庭妇女
213,火草纺织 技艺,用途,解决穿衣 问题
213,过去当地 彝族,备置物品,一套火草麻布衣作为 孝服
213,现在 当地彝族,加工成,衣裤绣上图案花纹作为 节日盛装
213,火草纺织技艺,包括工序,种麻
213,火草纺织技艺,包括工序,割麻
213,火草纺织技艺,包括 工序,晒麻
213,火草纺织技艺,包括工序,剥麻皮
213,火草纺织 技艺,包括工序,晒麻 皮
213,火 草纺织技艺,包括工序,浸泡麻皮
213,火草纺织技艺,包括工序,分麻皮
213,火草纺织技艺,包括工序,切麻线
213,火草纺织 技艺,包括工序,采火 草叶
213,火草纺织技艺,包括工序,撕白丝
213,火草纺织技艺,包括 工序,搓丝线
213,火草纺织技艺,包括工序,绕丝团
213,火草 纺织技艺,包括工序,纺 线
213,火 草纺织技艺,包括工序,煮麻线
213,火草纺织技艺,包括工序,洗麻线
213,火草纺织技艺,包括工序,晒麻线
213,火草纺织 技艺,包括工序,上羊 油
213,火 草纺织技艺,包括工序,绕线
213,火草纺织技艺,包括工序,上机纺织
213,火草麻布,特点,绵软洁白结实耐磨 冬暖夏凉
213,火草麻布,评价,麻布中的上品
213,火草 纺织技艺,制作原料,葛麻
213,火草纺织技艺,制作原料,火草
213,葛麻和火草,来源,大自然
213,葛麻和火草,特性,柔韧性
213,葛麻和 火草,特性,保暖 性
213,火 草纺织技艺,性质,保存较为完整的家庭手工艺
213,火草纺织技艺,地位,西南少数民族在 纺织技术上一项重要的创造和发明
213,火草纺织 技艺,地位,南华 县彝族心灵与智慧的结晶
213,火草 纺织技艺,入选项目,云南省第三批省级非物质文化遗产代表性 项目名录扩展项目名录
213,火草纺织技艺,项目代表性传承人,罗 应琴
214,纳西族 医药,吸纳 融合,藏族医学 知识
214,纳西族医药,吸纳 融合,白族医学知识
214,纳西族医药,吸纳融合,汉族医学 知识
214,纳西 族医药,建立在,卢 色阴阳
214,纳 西族医药,建立在,精威五行学说
214,纳西族医药,建立在,巴格图哲学观
214,纳西族医药,采用,看诊法
214,纳西族 医药,采用,三段 切诊法
214,纳西族医药,治疗范围 涵盖,内科
214,纳西族医药,治疗 范围涵盖,外科
214,纳西族医药,治疗范围涵盖,妇科
214,纳西族 医药,治疗范围涵盖,小儿科
214,纳西族医药,特别擅长 治疗,风湿病
214,纳西族医药,特别擅长治疗,骨折
214,纳西族 医药,特别擅长治疗,跌打损伤
214,纳西族医药,特别 擅长治疗,小儿积食
214,纳西族 医药,剂型包括,药丸
214,纳西族医药,剂型 包括,汤剂
214,纳西族医药,剂型包括,散剂
214,纳西 族医药,剂型包括,搽剂
214,纳西族医药,剂 型包括,酒剂
214,纳西族医药,剂型包括,洗 剂
214,和 介山,著作,《玉 龙本草》
214,《玉龙本草》,载有,本地产 中草药种
214,《玉龙本草》,阐述,纳西用药之单 方
214,《 玉龙本草》,记录,采挖时间地点
214,《玉龙本 草》,记录,加工 炮制
214,《玉龙本草》,记录,药用部位
214,《玉龙本草 》,记录,功效
214,《玉龙 本草》,记录,主治
214,纳 西族医药,代表性传承人,和忠
214,纳西族医药诊疗法,入选,云南省第三批 省级非物质文化遗产代表性项目名录
215,彝族火 草纺织,流传地区,云南省 昆明市石林县一带
215,彝族 火草纺织,流传地区,石林西南部的圭山
215,彝族火草 纺织,流传地区,长 湖等撒尼人聚集区
215,彝族火草 布,所属民族,彝 族撒尼人
215,火草叶,生长时间,每年七八月间
215,火草叶,生长环境,山坡沟箐
215,火草叶背面,具有物质,乳白色 纤维
215,火草 叶背面纤维,特性,具有一定韧性
215,火 草叶背面纤维,用途,制作火草褂子的原料
215,撒尼妇女 们,采集行为,到 山上采集火草叶片
215,采回的火草 叶片,处理时限,三天 之内捻成线绕成团
215,纺织时间,季节,冬季农闲时
215,一件火 草褂子,所需原料量,至公斤的火草叶片
215,火草 布制作工艺,包括工序,采火草
215,火草布制作工艺,包括 工序,洗火草叶
215,火草布 制作工艺,包括工序,撕 火草绒
215,火草布制作工艺,包括 工序,捻火草线
215,火草布 制作工艺,包括工序,纺 火草线
215,火草布制作工艺,包括 工序,上线架拧线
215,火草布 制作工艺,包括工序,圈 火草线
215,火草布制作工艺,包括 工序,提火草线
215,火草布 制作工艺,包括工序,织 火草布
215,火草布制作工艺,包括 工序,量体裁布缝衣
215,火草 布,特点,不生 虫
215,火 草布,特点,抗 腐蚀
215,火 草布制成服装,特点,冬暖夏凉
215,火草布制成服装,特点,养身养颜
215,火草 布制成服装,特点,防雨耐磨
215,生态问题,影响因素,生态日益恶化
215,生态问题,影响因素,外来物种紫茎泽兰 的滋生蔓延
215,火草叶,现状,在石林境内越来越少
215,火草布制作 技艺,传承状态,传承 乏人处于濒危状态
215,火草纺织技艺,入选名录,云南省第四 批省级非物质文化遗产代表性项目名录 扩展项目名录
215,火草纺织技艺,项目 代表性传承人,杨竹兰
216,云南大理漾 濞县鸡街 乡,拥有,彝族刺绣
216,彝族刺绣,图案纹样包括,动物
216,彝族刺绣,图案纹样包括,树木
216,彝族 刺绣,图案纹样包括,花
216,彝 族刺绣,图案纹样包括,鸟
216,彝族刺绣,图案纹样 包括,抽象几何纹样
216,彝族刺绣,装饰元素,银饰点缀
216,彝族刺绣,应用领域,服饰
216,彝族刺绣,应用领域,鞋子
216,彝族刺绣,应用领域,鞋垫
216,彝族刺绣,应用领域,背包
216,彝族刺绣,应用领域,钱包
216,彝族刺绣,应用领域,被套
216,彝族刺绣,应用领域,枕头
216,彝 族刺绣,应用领域,帐 帘
216,彝 族刺绣,应用领域,荷 包
216,彝 族刺绣,成就了,彝族服饰的华丽
216,彝族刺绣,凸显出,技艺高超
216,新娘服装,特别突出,彝族刺绣
216,彝族 少女,学习内容,多种 刺绣针法
216,彝族少女,后续学习,拼接图案
216,彝族少女,后续 学习,色彩搭配
216,十一、二岁时的 彝族少女,能力,独自设计绣样
216,出嫁时,必须 穿着,亲手设计和缝制的新娘 嫁衣
216,彝族刺绣,传承方式,女性传承
216,年漾濞彝族刺绣,入选,云南省第四批省级 非物质文化遗产代表性项目名录扩展项目 名录
216,吉 珍琳,身份,项目 代表性传承人
216,胡花妹,身份,项目代表性传承人
217,彝族火 把节,别称,过大 年
217,彝族火把节,流传地区,云南省玉溪市 新平县
217,彝族火把节,活动 时间,每年农历六月二十三至 二十五日
217,彝 族火把节,起源传说,黑体拉巴抗击恶魔
217,彝族火 把节,起源传说,妮璋阿芝发动群众扎火 把
217,彝族 火把节,祭祀动物,公牛
217,彝 族火把节,祭祀动物,鸡
217,彝族火把节,祭 献对象,喝咱神堂
217,彝族火 把节,祭献对象,祖宗
217,彝族火把节,艺术 形式分类,群众性音乐歌舞
217,彝族 火把节,艺术形式分类,固定乐种/舞种
217,彝族 火把节,文化意义,加强民族自我认同
217,彝族火把节,文化意义,促进社会 和谐进步
217,彝族火把节,文化 意义,传承传统优秀传统文化
217,彝族火 把节,面临问题,传统观念及习俗淡化
217,彝族火把节,面临问题,节庆 活动城镇化
217,彝族火把节,面临 问题,民俗活动商业化
217,彝族火把 节,入选名录,云南省 第四批省级非物质文化遗产代表性项目 名录扩展项目名录
217,彝族火把节,代表性传承人,鲁文 林
217,彝 族火把节,核心元素,火崇拜
218,河口瑶族自治县,所属民族,瑶族
218,蓝靛瑶,支系 类型,河口县瑶族
218,红头 瑶,支系类型,河口县瑶族
218,度戒仪式,核心内容,开天、地 、人、佛、畜、鬼 六道
218,度戒仪式,授予戒 律,十戒、十问
218,度 戒仪式,教育目的,道德与行为规范
218,度戒仪式,体现文化,祖先崇拜
218,度戒仪式,体现文化,自然崇拜
218,度 戒仪式,体现文化,孝道文化
218,度戒仪式,功能属性,人生礼仪
218,度戒 仪式,程序分级,日 午灯筵
218,度戒仪式,程序分级,贡筵红楼
218,度戒仪式,程序分级,金楼明真
218,度戒仪式,主要程序,投坛 投师
218,度戒仪式,主要 程序,开经
218,度戒仪式,主要程序,设坛
218,度戒仪式,主要程序,喃师
218,度戒仪式,主要程序,动鼓安帅
218,度戒仪式,主要程序,功曹奏庙
218,度戒仪式,主要程序,招龙 运水
218,度戒仪式,主要 程序,祝贺楼台
218,度戒 仪式,主要程序,请 圣证明
218,度戒仪式,主要 程序,启师授戒
218,度 戒仪式,主要程序,存黍存谷魂
218,度戒仪式,主要程序,安坛
218,度戒仪式,主要程序,场筵奉送
218,度戒仪式,持续时间,两天一夜
218,高 级别仪式,持续时间,七天 七夜
218,高级别仪式,现状,失传
218,度戒仪式,文化载体,套组合舞蹈
218,度戒仪式,文化载体,音乐节奏
218,度戒仪式,文化载体,曲调
218,度戒 仪式,入选项目,云南省 第四批省级非物质文化遗产代表性项目 名录
218,河口瑶族度戒,代表性传承人,李文山
219,彝族三 弦制作技艺,遍及地区,南华县十个乡镇
219,制作 材料,包括,刺桐
219,制作材料,包括,楸木
219,制作材料,包括,红木
219,制作材料,包括,黄杨
219,制作材料,包括,紫柚木
219,弦筒备料规格,类型,米大三弦
219,弦 筒备料规格,类型,米中三弦
219,弦筒备料 规格,类型,米小三 弦
219,弦筒加工工艺,步骤,锯成四角形
219,弦筒 加工工艺,步骤,剜空
219,弦筒加工工艺,步骤,用砂布打磨成形
219,弦筒装饰 工艺,操作,题款
219,弦筒装饰工艺,操作,雕花
219,弦皮材质,选用,上等大羯羊 皮
219,弦皮处理要求,晒 干时间,五天以上
219,蒙弦 皮前处理,操作,泡软干皮
219,蒙弦皮前 处理,操作,去掉毛 和皮肉杂质
219,弦滚材质,使用,牛角
219,弦杆 原料,包括,刺桐
219,弦 杆原料,包括,楸木
219,弦杆原料,包括,红 木
219,弦杆原料,包括,黄杨
219,弦杆原料,包括,紫柚木
219,弦杆尺寸分类,类型,大中小三种
219,弦钮材质,使用,龙竹
219,弦钮材质,使用,金梅花树
219,弦山材质,使用,龙竹
219,弦 山材质,使用,金 梅花树
219,弦码形状,形 似,虎头
219,弦码工艺 要求,需进行,精细 雕刻
219,弦码位置,放置于,羊皮中央
219,弦码功能,用于调节,三弦 共鸣之声
219,传统弦线材料,包括,浸蜡麻线
219,传统弦 线材料,包括,羊肠 线
219,传统弦线材料,包括,马尾毛
219,传统弦线材料,包括,尼龙线
219,现代弦 线材料,采用,钓鱼 线
219,弦线连接方式,系 于,菱形弦杆末端 与三个弦轴之间
219,油漆工艺基础,素弦上涂覆,清漆
219,彩色油漆类型,包括,桐油漆
219,彩色油漆类型,包括,生漆
219,护弦制作 材料,使用,有色图 钉
219,弦带制作者群体,由,彝族少女手工刺绣
219,弦带长度特征,长约,米
219,弦带图案主题,多为,花鸟虫鱼
219,弦 带装饰元素,配有,彩色绣球
219,代表曲目举例,《 江边小调》) 49. (代表曲目举例,《西南小调》
219,代表曲目 举例,《高山小调》) 51. (代表 曲目举例,《山鸽子》
219,代表 曲目举例,《阿苏遮》 ) 53. ( 文化功能定位,"作为主要伴奏 乐器用于, 彝族舞曲"
219,应用场景关联习俗,包括婚俗活动 ) 55. ( 应用场景关联习俗,包括丧葬仪式
219,应用场景关联习俗,包括歌舞表演) 57. (应用场景 关联习俗,包括祭祀活动
219,应用场景关联 习俗,包括农耕生产) 59. (社会价值体现,促进民族团结
219,文化传承意义,传承彝族传统文化) 61. (非遗认定级别,入选云南省第四批省级非 物质文化遗产代表性项目名录
219,项目代表性传承 人,周建荣) 63. (项目代表性 传承人,起开才
220,报恩寺,始建于,明崇祯年间
220,报恩寺,位于,富源县太华山
220,慧光法师,建起,报恩 寺
220,报恩寺,取义,报答救命恩德广结佛 缘弘扬佛法造福百姓
220,当地百姓,将...定为,农历三月二十 日
220,农历三月二十日,是,龙王爷的圣诞日
220,营上镇 庙会,成为,云南 东部范围最广并影响贵州西部 的庙会活动
220,营上镇庙会,包括,香客烧香
220,营 上镇庙会,包括,祈福诵经
220,营上镇庙会,包括,拜佛许愿
220,营上镇庙会,包括,全羊汤锅
220,营上镇 庙会,包括,凉粉 卷粉
220,营上镇庙会,包括,酸菜猪脚
220,营 上镇庙会,包括,糯米粑粑
